economy,series,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021,YR2022,YR2023
AFG,SP.POP.TOTL,20130327.0,20284307.0,21378117.0,22733049.0,23560654.0,24404567.0,25424094.0,25909852.0,26482622.0,27466101.0,28284089.0,29347708.0,30560034.0,31622704.0,32792523.0,33831764.0,34700612.0,35688935.0,36743039.0,37856121.0,39068979.0,40000412.0,40578842.0,41454761.0
AFG,SP.URB.TOTL.IN.ZS,22.078,22.169,22.261,22.353,22.5,22.703,22.907,23.113,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616,26.933
AGO,AG.LND.FRST.ZS,62.3314430095452,61.8862188176787,61.4409946258121,60.9957704339456,60.5505462420791,60.1053220502126,59.660097858346,59.2148736664795,58.769649474613,58.3244252827465,57.8792010908799,57.4339760968958,56.9887511029117,56.5435261089276,56.0983011149435,55.6530761209593,55.2078447100345,54.7626293414615,54.3174059517125,53.8721745407877,53.4269511510388,52.9817223871019,52.5364972326943,52.0912696719339
AGO,EG.FEC.RNEW.ZS,73.8,72.8,70.8,65.6,62.3,68.9,62.6,58.9,55.4,53.0,53.1,51.7,49.0,46.8,47.5,47.1,48.1,52.5,52.5,51.0,60.1,52.9,,
AGO,EN.ATM.PM25.MC.M3,23.5093420911103,23.6526821946051,23.8200090775863,23.9811124380809,24.1057819741159,24.1638073837181,24.1729316066879,24.1741901310537,24.1723114771848,24.1720241654505,24.17805671622,24.337940171596,24.4804929012722,24.5386584342125,23.9455836380328,25.0021502571501,25.1807008149163,23.9591508117097,24.2650153621146,24.5988113283925,25.1452381976267,,,
AGO,EN.GHG.ALL.PC.CE.AR5,4.13854536273186,3.87167222142342,3.63614349487488,3.52130595943582,3.67647015339382,3.44450497302884,2.95965896853099,2.77211208225632,2.83060737566822,2.79190871127716,2.98783098821305,2.82959385510624,2.80475413777931,2.87414171726105,2.8458583039383,2.90416885581749,2.70279651866647,2.42847001765083,2.22079610750562,2.15936479633818,1.84388677788243,1.86517432642807,1.88608798382064,1.84220335148612
AGO,EN.GHG.CO2.PC.CE.AR5,1.01957601509466,0.966865641126569,0.91849471761946,0.965775643300561,0.951069768682142,0.810676972733782,0.815387085036386,0.820836438095978,0.886032980276111,0.940848252177258,0.976178185498281,0.976532176921039,0.981682218580684,1.09052260179579,1.13720270585859,1.1754292718486,1.0720530773493,0.924168969446141,0.839018754260571,0.851665227724358,0.61913898758344,0.731567420293545,0.767587420793175,0.76816250904152
AGO,EN.GHG.CO2.RT.GDP.PP.KD,0.169844720904419,0.159834609714771,0.138213496444215,0.146125623015293,0.134445332227668,0.103325047503145,0.0966618967830274,0.0886051541359605,0.0893456770604926,0.0977089280335399,0.100919509035433,0.101436593700367,0.0976668013608618,0.107430954162876,0.110940193603946,0.11776751122013,0.114269326354925,0.102207144214159,0.0973315383595687,0.102925958911813,0.0819295507808591,0.0987520139250208,0.103763275314611,0.105947564693218
AGO,NY.GDP.MKTP.KD.ZG,3.05462423430785,4.2059985561951,13.6656887608562,2.99000000000001,10.9500000059465,15.0299999905513,11.549999997879,14.0100000086059,11.1699999942146,0.860000002152788,4.39837593810763,3.47205314798103,8.54210707584141,4.95461303112738,4.82255926962156,0.943571561325001,-2.58004964404932,-0.147212941085755,-1.31636168896895,-0.702272957616017,-5.63821471714934,1.19921052145153,3.04472652391918,1.07809951970673
AGO,NY.GDP.PCAP.PP.KD,6002.98914011246,6049.16321222272,6645.47776627718,6609.21488902386,7074.02594737625,7845.89015271542,8435.4550466421,9263.98070293341,9916.90935059131,9629.09194801829,9672.83922433216,9627.02059776978,10051.3399118452,10150.9160957693,10250.5924040333,9980.92988185425,9381.80972573042,9042.11712940232,8620.21466424389,8274.54256174643,7556.96792771976,7408.12659121059,7397.48642731105,7250.40269935241
AGO,SH.DYN.MORT,203.0,196.9,189.9,182.2,173.8,165.0,155.5,146.0,137.0,128.2,119.8,112.1,104.8,98.3,92.8,88.2,84.1,80.5,77.3,74.4,71.6,69.0,66.4,64.0
AGO,SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,
AGO,SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,142.8,,,,
AGO,SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,48.9,,,,
AGO,SH.XPD.CHEX.GD.ZS,1.90859938,4.48351622,3.32946134,3.54797316,3.96719909,2.85219526,2.68553543,2.97439122,3.32290339,3.84260798,2.69509959,2.64560771,2.39574957,2.73282695,2.43412876,2.60579467,2.71314979,2.79383755,2.59482241,2.47518778,3.27488494,3.09277129,2.92737579,
AGO,SH.XPD.CHEX.PC.CD,13.15998554,29.26095772,29.37077141,35.2206955,50.23310852,54.66142273,70.28185272,93.42698669,136.34094238,120.5289917,96.95197296,122.11888123,121.84848022,142.78450012,130.5861969,107.52857208,94.01481628,112.75364685,84.03104401,64.61397552,55.93916321,67.04656982,101.25614166,
AGO,SP.DYN.LE00.IN,46.501,47.032,47.874,50.218,51.123,52.13,52.965,54.2,55.281,56.225,57.242,58.093,58.916,59.705,60.396,61.042,61.619,62.122,62.622,63.051,63.116,62.958,64.246,64.617
AGO,SP.POP.GROW,3.31228746945312,3.35370941359163,3.40747615681454,3.49334277776736,3.59445752400652,3.64626893356444,3.68489201610335,3.74258021023639,3.77828976645524,3.80156187494836,3.85109824897149,3.8879459971363,3.88358355528674,3.84998068971631,3.73272806660513,3.60507162233632,3.57644143982026,3.54061221486272,3.45323300897802,3.38788422184303,3.26795864914978,3.18132259995095,3.14302612044601,3.08065530722915
AGO,SP.POP.TOTL,16194869.0,16747208.0,17327699.0,17943712.0,18600423.0,19291161.0,20015279.0,20778561.0,21578655.0,22414773.0,23294825.0,24218352.0,25177394.0,26165620.0,27160769.0,28157798.0,29183070.0,30234839.0,31297155.0,32375632.0,33451132.0,34532429.0,35635029.0,36749906.0
AGO,SP.URB.TOTL.IN.ZS,50.087,51.274,52.461,53.645,54.827,56.0,56.764,57.524,58.282,59.034,59.783,60.528,61.268,62.002,62.731,63.446,64.149,64.839,65.514,66.177,66.825,67.46,68.081,68.688
ARE,AG.LND.FRST.ZS,4.35694170656153,4.36802309208674,4.37910447761194,4.39018586313714,4.40126724866235,4.41234863418755,4.42343001971276,4.43451140523796,4.44559279076317,4.45667417628837,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357,4.46775556181357
ARE,EG.FEC.RNEW.ZS,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.7,0.9,1.0,,
ARE,EN.ATM.PM25.MC.M3,44.1841482466495,44.1897103666173,44.1860960517829,44.1670264514498,44.1262227149214,44.0574059915013,43.8330832135241,43.4209615076897,42.9575623148493,42.5794070758541,42.4230172315555,46.4897172925459,49.8585704896572,43.6717315179427,38.4444708976302,48.347575903809,43.0819708202795,44.2485056396036,45.9879061419392,41.955626323257,36.3055030826594,,,
ARE,EN.GHG.ALL.PC.CE.AR5,33.5575735457232,34.8463982339624,33.1895312050618,33.2554394714126,32.9792929141265,33.342058270576,32.4093949012797,30.7317541493804,31.7981253641317,30.0458859905491,30.5266295944679,30.6008919932584,30.6763032087894,30.9970283494243,30.0087475060302,29.8627186990792,29.3218259011236,27.5518704140905,25.5238078119756,26.6352240708422,26.5208692912421,26.836639251262,26.5641201960064,25.5465052537017
ARE,EN.GHG.CO2.PC.CE.AR5,25.3198800655489,27.1939982651151,26.1619793238318,25.956044391153,25.9698706267172,26.252392926584,25.3933041863808,24.382755503246,26.0607102012736,24.6511808903397,25.0302408877764,24.9508835057255,25.0317529122846,25.3376205035441,24.5554653921364,24.2932089958222,23.7512527846654,22.1460497819364,20.0129970991904,20.9238618071447,20.7946079996698,21.0257863269429,20.5359774022313,19.648625763813
ARE,EN.GHG.CO2.RT.GDP.PP.KD,0.273588743063518,0.308864072466468,0.308253626360686,0.297828815781724,0.287312342096818,0.291738211203982,0.275880695841858,0.288274032152902,0.334574975812744,0.355419444109837,0.363812006455264,0.353099280001754,0.36194588787944,0.362966987270312,0.353779081785255,0.345885979639422,0.336543985580993,0.321554451006205,0.290654358396324,0.303738078659162,0.316101088694564,0.311950097025313,0.29819407139507,0.286516920882991
ARE,NY.GDP.MKTP.KD.ZG,10.852704215378,1.39908503706675,2.43345681089617,8.80054081355328,9.56643663767056,4.85514119553352,9.83731976923958,3.18439017324607,3.19183627331816,-5.24292190385027,1.60285004671354,6.21612181664371,1.8244807850986,5.05555965807969,4.16569184064922,6.78677287656618,5.56149075979933,0.735068713941203,1.31391388153578,1.10834813453296,-4.95705243303316,4.35475529659919,7.50969703496445,3.61870653118159
ARE,NY.GDP.PCAP.PP.KD,92547.229034458,88045.1975134384,84871.6027535708,87150.8833791823,90388.9837700252,89986.1311216052,92044.5126067714,84581.8658071611,77891.9885982726,69357.9974277425,68799.9308534482,70662.515951892,69158.8266382581,69806.9559826784,69409.0370414881,70234.7317493103,70573.9927090433,68871.8495814229,68854.9699017468,68887.8454078333,65784.6769384678,67401.1212929253,68867.8259301261,68577.5405629086
ARE,SH.DYN.MORT,10.7,10.5,10.3,10.1,10.0,9.8,9.6,9.4,9.2,9.0,8.8,8.6,8.4,8.2,7.9,7.7,7.3,7.0,6.7,6.3,6.0,5.6,5.3,5.0
ARE,SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,
ARE,SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,70.0,,,,
ARE,SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,0.8,,,,
ARE,SH.XPD.CHEX.GD.ZS,2.39504457,2.48436403,2.71770859,2.64634395,2.46225643,2.3202107,2.3254137,2.56602693,2.92857623,4.05000162,3.74433136,3.56666398,3.33596373,3.50222182,3.53405499,3.46609354,3.89580107,4.00854969,4.09854221,4.40291262,5.82477045,5.30494308,4.67550945,
ARE,SH.XPD.CHEX.PC.CD,706.03112793,689.29278564,754.26220703,784.89343262,821.74920654,898.36480713,1031.14904785,1176.49328613,1465.82446289,1531.02209473,1619.98864746,1787.59997559,1711.38525391,1789.68579102,1776.7310791,1479.49743652,1592.91906738,1695.203125,1872.58422852,1962.46728516,2154.41113281,2249.96313477,2314.74511719,
ARE,SP.DYN.LE00.IN,76.347,77.621,78.721,79.6,80.272,80.779,81.155,81.438,81.591,81.679,81.886,81.898,81.913,81.95,81.99,82.076,82.195,82.388,82.449,82.596,81.936,79.083,80.487,82.909
ARE,SP.POP.GROW,6.73568170124179,6.37626894621745,6.07539320463732,5.78447695225097,5.48794157690806,5.18764431874288,7.12134410320015,11.5899798855336,11.3816344065238,6.2188003600278,2.39801204084647,3.35932096341285,3.95899214220379,3.99911978796443,4.65292210905658,5.38380162241984,4.93046894788046,3.17379785893425,1.32986873264335,1.0545163442516,-0.474850154644905,1.83513009029147,5.08834153373914,3.97717097504667
ARE,SP.POP.TOTL,3493575.0,3723590.0,3956826.0,4192457.0,4428967.0,4664790.0,5009100.0,5624635.0,6302664.0,6707058.0,6869838.0,7104538.0,7391448.0,7693031.0,8059440.0,8505237.0,8935095.0,9223225.0,9346701.0,9445785.0,9401038.0,9575152.0,10074977.0,10483751.0
ARE,SP.URB.TOTL.IN.ZS,80.236,80.655,81.067,81.472,81.871,82.262,82.648,83.023,83.387,83.742,84.087,84.423,84.749,85.066,85.375,85.674,85.965,86.248,86.522,86.789,87.048,87.299,87.543,87.779
ARG,AG.LND.FRST.ZS,12.1964855354461,12.0808714176615,11.9652572998769,11.8496431820922,11.7340290643076,11.618414946523,11.5028008287384,11.3871867109537,11.2715725931691,11.1559584753845,11.0403443575999,10.9587128976976,10.8770814377953,10.795449977893,10.7138185179907,10.6321870580884,10.6003968297469,10.5598368832422,10.5203731515078,10.4801786099266,10.4407148781923,10.4008857415345,10.3610566048767,10.3212951412107
ARG,EG.FEC.RNEW.ZS,9.8,11.5,11.6,10.8,9.3,9.6,9.2,7.7,7.7,8.6,8.8,8.8,8.6,8.9,9.8,9.4,9.4,10.4,10.5,10.7,9.8,9.2,,
ARG,EN.ATM.PM25.MC.M3,17.42603648416,17.183873772998,16.9235142685328,16.6435724137411,16.3426626515998,16.0193994250859,15.5877675221277,15.0427292384364,14.5043652786628,14.0927563474575,13.9279831494715,14.2389306717038,13.3571618542264,14.7643699932772,13.9500593062949,14.6245514656634,14.2700594540808,13.9690174802422,14.1850800443346,14.3996238920365,14.9081737974407,,,
ARG,EN.GHG.ALL.PC.CE.AR5,7.74601289665734,7.55341984979332,7.45445576783342,7.93931556092577,8.34379124274692,8.34167733620414,8.5933903326463,8.73196315254185,8.68021510311114,8.0193184497569,8.02805000322849,8.0961288414801,8.18119592414171,8.2988498432042,8.19501250823057,8.245589646317,8.22852675332861,8.22946041506478,8.14735105559119,8.02531448266216,7.68526883042151,8.11289990013966,8.25321732533613,8.03024682399366
ARG,EN.GHG.CO2.PC.CE.AR5,3.67500561079405,3.49096906098567,3.2620858169305,3.51976128011969,3.85751040887454,3.91872470742059,4.10421553720694,4.32708912512489,4.4357867480596,4.03659973529201,4.29667743910718,4.43018394628793,4.47955623063869,4.53801219304993,4.41804077536038,4.51393025813273,4.42297985438054,4.3211555474833,4.25124625791196,4.07544537651257,3.76439263041561,4.20773343985927,4.26096742981134,4.03567968932418
ARG,EN.GHG.CO2.RT.GDP.PP.KD,0.164936165306459,0.165712197067092,0.175648188230279,0.175942859786917,0.178659169101303,0.168457400381496,0.164978670772537,0.161153892861494,0.16037706666798,0.156778216616206,0.15314506977375,0.150554617399391,0.155400034952895,0.15526429980423,0.156663583484278,0.157448735660313,0.159087944593166,0.152502917225681,0.155341410422439,0.153042200347736,0.157657073592127,0.159988196247474,0.154226620193749,0.148890709000679
ARG,NY.GDP.MKTP.KD.ZG,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.61739646282038,-2.00086100285785,-9.9004848136464,10.4418119882506,5.26987967384072,-1.61100162090189
ARG,NY.GDP.PCAP.PP.KD,22281.3814299958,21066.4581290433,18571.7020471274,20005.1385113465,21591.449396517,23262.4075792816,24877.2493922296,26850.6645932771,27658.4853446831,25747.1976809995,28056.2570212342,29425.7593876084,28825.9666865361,29227.6601818437,28200.8152571318,28669.2061336796,27802.1057201498,28334.904184742,27367.115094108,26629.5529419501,23877.0931404855,26300.274261175,27627.9634764636,27104.9799978169
ARG,SH.DYN.MORT,19.4,18.8,18.3,17.8,17.3,16.7,16.2,15.8,15.4,14.9,14.4,13.9,13.3,12.7,12.2,11.7,11.4,11.0,10.7,10.5,10.3,10.0,9.8,9.6
ARG,SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,
ARG,SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,29.7,,,,
ARG,SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,11.4,,,,
ARG,SH.XPD.CHEX.GD.ZS,8.22001076,8.37179852,7.3933115,6.89451647,7.22868252,7.61078882,7.64032793,7.83455086,8.1826973,9.45599556,9.44546413,9.41819859,9.82726669,9.78097916,9.67129993,10.22933674,9.85558891,10.23174763,10.29146862,10.1555109,10.45030594,10.03832245,9.86305332,
ARG,SH.XPD.CHEX.PC.CD,702.23309326,668.79309082,221.80255127,259.99020386,309.04415894,389.34667969,451.97616577,567.28747559,740.14105225,778.51556396,975.65991211,1196.51464844,1355.22851563,1408.75634766,1274.66125488,1517.33789063,1251.65612793,1486.92871094,1209.5357666,1011.08013916,891.99621582,1080.88208008,1370.88464355,
ARG,SP.DYN.LE00.IN,73.91,74.154,74.312,74.307,74.871,75.231,75.279,74.783,75.428,75.577,75.68,76.1,75.802,75.829,76.268,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395
ARG,SP.POP.GROW,1.13312807570195,1.09794672757946,1.06941318335345,1.0331399769648,1.01407652046238,1.02745772191722,1.02824760534561,0.991101935066697,1.01288878477428,1.05977470732485,1.05636332156278,1.06474009749784,1.0276613644946,0.992958989681133,1.0317435786984,1.04725888735726,0.968911125580978,0.881249595012674,0.822969480473088,0.710900853077743,0.484665636741261,0.265879395046274,0.210808731072658,0.286976121920089
ARG,SP.POP.TOTL,37213984.0,37624825.0,38029349.0,38424282.0,38815916.0,39216789.0,39622115.0,40016763.0,40424148.0,40854831.0,41288694.0,41730660.0,42161721.0,42582455.0,43024071.0,43477012.0,43900313.0,44288894.0,44654882.0,44973465.0,45191965.0,45312281.0,45407904.0,45538401.0
ARG,SP.URB.TOTL.IN.ZS,89.142,89.329,89.51,89.686,89.86,90.031,90.2,90.366,90.53,90.691,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,91.991,92.111,92.229,92.347,92.463
AUS,AG.LND.FRST.ZS,17.1581557606446,17.1286333519909,17.0991109433373,17.0695885346836,17.04006612603,17.0105437173763,16.9810213087226,16.951498900069,16.9219764914153,16.8924540827617,16.862931674108,16.9553102586465,17.047688843185,17.1400674277235,17.232446012262,17.3248245968004,17.4254877132405,17.4229136169693,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644,17.4213145571644
AUS,EG.FEC.RNEW.ZS,8.4,8.4,8.7,7.2,6.7,6.7,6.8,7.0,6.8,7.1,8.2,8.3,8.3,9.2,9.3,9.4,9.6,9.9,9.8,10.3,11.2,12.3,,
AUS,EN.ATM.PM25.MC.M3,7.45743282688833,7.38895346175728,7.26633772021658,7.13120227271499,7.02516378970128,6.98983894162423,7.04814950445881,7.16629810836131,7.30082270505242,7.40826124625286,7.44515168368333,7.32070663499973,7.53280029437137,7.4331406197536,7.38760302103561,7.18466162026884,7.20069562395068,7.4285359593217,7.74121920379958,9.33099031566264,8.25171746070811,,,
AUS,EN.GHG.ALL.PC.CE.AR5,28.720168510871,28.8574333786034,28.9737068746631,28.1604282841965,28.8660274296707,28.6589369477209,28.5222810501959,28.4576991074641,27.8308514123285,27.636819563728,27.4423956335743,27.3065910761779,26.9819668933003,26.3486250876584,25.5597685196505,25.2795820623913,24.9617759267976,24.9437025497276,24.4888427624311,24.0447595732451,22.7909800708387,22.6096353836956,21.8728981592079,21.4551676922821
AUS,EN.GHG.CO2.PC.CE.AR5,18.5965306696659,18.6985053620287,18.9082805468625,18.6663916262359,19.1615575634878,19.0359651886093,19.0774020161199,19.2372081651952,19.025898340921,18.9132381935116,18.8488476857263,18.4784761198108,18.1810955786986,17.539347865104,16.879485438679,16.8182097787642,16.8867624516931,16.7057285715517,16.3923595229437,16.0988040730969,15.3033375481418,14.9764854852241,14.4104232429125,14.0179164069845
AUS,EN.GHG.CO2.RT.GDP.PP.KD,0.413136795092585,0.412418357770919,0.405672266165863,0.392969756858128,0.391204739669683,0.381371337129892,0.377006244205627,0.373088186847313,0.363425435849764,0.361945906183974,0.35841248986843,0.347911785063761,0.33521207227778,0.320650014068848,0.305300430943401,0.301987731135003,0.299721466561179,0.29471346047497,0.285330736319382,0.278347548815478,0.268198498114273,0.257406049170447,0.240640374397103,0.231849955283847
AUS,NY.GDP.MKTP.KD.ZG,3.9215029305806,2.02510553454593,3.97958568067362,3.09076190489348,4.22428481359962,3.15416753184221,2.75534610557227,3.77332171303566,3.58626695226046,1.89255581922549,2.21998026536549,2.40708018291988,3.91670942454073,2.60219339436559,2.59528411594042,2.19016928695221,2.7593859723839,2.27959179820343,2.87846971467883,2.17154505737176,-0.119590735829973,2.11116814768786,4.24238555336139,3.44199220009025
AUS,NY.GDP.PCAP.PP.KD,45013.0099535152,45338.6834259568,46609.7441798787,47500.8351163647,48980.8931754432,49914.5146351829,50602.3502510337,51562.094012556,52351.5870495814,52254.3227326852,52589.8182081922,53112.5328692855,54237.5919075866,54699.3516156156,55288.1153378005,55691.6988499962,56341.5181616503,56684.6473338143,57450.3810363952,57837.0606876407,57059.7436441324,58182.3369477501,59883.6470356073,60461.1563966999
AUS,SH.DYN.MORT,6.2,6.1,6.0,5.9,5.8,5.7,5.6,5.4,5.2,5.0,4.8,4.5,4.3,4.1,4.0,3.9,3.8,3.8,3.8,3.8,3.8,3.7,3.7,3.7
AUS,SH.H2O.SMDW.ZS,,,,,,,,,,,,,,,,,,,,,,,,
AUS,SH.STA.AIRP.P5,,,,,,,,,,,,,,,,,,,,9.8,,,,
AUS,SH.STA.WASH.P5,,,,,,,,,,,,,,,,,,,,1.9,,,,
AUS,SH.XPD.CHEX.GD.ZS,7.58869076,7.67391729,7.87221003,7.87659502,8.08257675,7.9648633,7.97161102,8.0517149,8.24737453,8.54235363,8.41878414,8.53360462,8.66922569,8.74458122,9.82490253,10.17367649,10.08972931,10.11242294,10.05163097,10.21285057,10.66040134,10.42525291,9.92687893,
AUS,SH.XPD.CHEX.PC.CD,1626.73388672,1550.37390137,1752.93896484,2227.12768555,2744.08105469,2995.87255859,3174.86865234,3792.80981445,4083.42944336,3989.44116211,4947.96337891,5876.88525391,6038.87158203,5811.86865234,6098.25439453,5294.57226563,5423.82666016,5780.53710938,5830.1015625,5529.19482422,5952.890625,7039.57763672,6730.99511719,
AUS,SP.DYN.LE00.IN,79.2341463414634,79.6341463414634,79.9365853658537,80.2390243902439,80.490243902439,80.8414634146341,81.0414634146342,81.2926829268293,81.3951219512195,81.5439024390244,81.6951219512195,81.8951219512195,82.0463414634146,82.1487804878049,82.3,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,83.2,83.0512195121951
